NOME_BARRAGEM_MINERACAO,NOME_DO_EMPREENDEDOR,CPF_CNPJ,LATITUDE,LONGITUDE,POSICIONAMENTO,UF,MUNICIPIO,MINERIO_PRINCIPAL,ALTURA_ATUAL_metros,VOLUME_ATUAL_m3,CATEGORIA_DE_RISCO,DANO_POTENCIAL_ASSOCIADO,CLASSE,INSERIDA_NA_PNSB,Lat_decimal,Long_decimal
Dique Couves (MUSA),Mineração Usiminas S.a.,12.056.613/0001-20,"-20º09'21,200""","-44º26'49,500""",Sul do Equador,MG,ITATIAIUÇU,Argila Arenosa,8.80,"3,800.00",,,,Não,-20.1558888888889,-44.4470833333333
Dique da Divisa,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º08'10,800""","-44º24'18,900""",Sul do Equador,MG,ITATIAIUÇU,Argila Arenosa,10.00,"8,750.00",,,,Não,-20.1363333333333,-44.40525
Dique da Mineira,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º09'01,300""","-44º26'09,000""",Sul do Equador,MG,ITATIAIUÇU,Argila Arenosa,10.20,"5,000.00",,,,Não,-20.1503611111111,-44.4358333333333
Dique da Oficina,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º07'31,200""","-44º24'37,700""",Sul do Equador,MG,MATEUS LEME,Argila Arenosa,12.00,"10,000.00",,,,Não,-20.1253333333333,-44.4104722222222
Dique da Oficina II,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º07'34,500""","-44º24'48,600""",Sul do Equador,MG,MATEUS LEME,Argila Arenosa,9.40,"5,600.00",,,,Não,-20.12625,-44.4135
Dique de Captação,Pedreira Um Valemix Ltda.,41.716.499/0001-15,"-20º01'38,910""","-43º25'26,900""",Sul do Equador,MG,CATAS ALTAS,Sedimentos,4.00,"13,134.76",,,,Não,-20.027475,-43.4241388888889
Dique de Concreto,Minerita Minérios Itaúna Ltda.,16.813.461/0001-13,"-20º07'54,830""","-44º22'35,900""",Sul do Equador,MG,ITATIAIUÇU,Minério de Ferro,4.00,"1,600.00",,,,Não,-20.1318972222222,-44.3766388888889
Dique de Contenção de Finos,Pedras Congonhas Extração Arte e Ind. Ltda,19.695.030/0001-98,"-20º06'58,000""","-43º52'25,400""",Sul do Equador,MG,NOVA LIMA,Serpentinito,14.87,"2,376.00",,,,Não,-20.1161111111111,-43.8737222222222
Dique de Contenção Pilha de Estéril MMR,Lafargeholcim (brasil) S.a. Filial: Barroso,60.869.336/0084-44,"-21º11'27,800""","-43º59'28,500""",Sul do Equador,MG,PRADOS,Argila,-,-,,,,Não,-21.1910555555556,-43.99125
DIQUE DE SAÍDA DE CAVA,Empresa de Mineração Esperança Sa,33.300.971/0001-06,"-20º06'43,300""","-44º13'12,700""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,8.00,"11,250.00",,,,Não,-20.1120277777778,-44.2201944444444
Dique de Sedimentos da PDE Cava Sul,Ferro + Mineração S.a.,21.256.870/0001-04,"-20º26'11,430""","-43º52'18,450""",Sul do Equador,MG,CONGONHAS,Minério de Ferro,9.90,"10,000.00",,,,Não,-20.4365083333333,-43.8717916666667
Dique dos Búfalos,Araxa,33.931.486/0019-60,"-19º40'24,340""","-46º58'19,196""",Sul do Equador,MG,ARAXÁ,Fosfato,9.50,"22,000.00",,,,Não,-19.6734277777778,-46.9719988888889
Dique Flotação,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º08'45,300""","-44º24'19,700""",Sul do Equador,MG,ITATIAIUÇU,Minério de Ferro,6.00,"57,000.00",,,,Não,-20.1459166666667,-44.4054722222222
Dique Intermediário,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º09'35,400""","-44º26'59,800""",Sul do Equador,MG,ITATIAIUÇU,Argila Arenosa,12.00,"12,000.00",,,,Não,-20.1598333333333,-44.4499444444444
Dique IV,Mineração Geral do Brasil S A,60.727.120/0001-17,"-20º04'15,981""","-44º01'17,594""",Sul do Equador,MG,BRUMADINHO,Argila Arenosa,2.00,100.00,,,,Não,-20.0711058333333,-44.0215538888889
Dique Leste I,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º07'17,000""","-44º22'16,400""",Sul do Equador,MG,MATEUS LEME,Argila Arenosa,9.20,"15,100.00",,,,Não,-20.1213888888889,-44.3712222222222
Dique Leste II,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º07'12,800""","-44º22'18,400""",Sul do Equador,MG,MATEUS LEME,Argila Arenosa,10.60,"7,100.00",,,,Não,-20.1202222222222,-44.3717777777778
Dique Leste III,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º06'57,900""","-44º22'16,500""",Sul do Equador,MG,MATEUS LEME,Argila Arenosa,3.80,"1,350.00",,,,Não,-20.1160833333333,-44.37125
Dique Longitudinal,Safm Mineração Ltda,09.325.670/0001-52,"-20º16'24,690""","-43º54'00,457""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,4.30,"88,750.00",,,,Não,-20.273525,-43.9001269444444
Dique Mazano,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º08'25,400""","-44º25'20,900""",Sul do Equador,MG,ITATIAIUÇU,Argila Arenosa,10.00,"10,120.00",,,,Não,-20.1403888888889,-44.4224722222222
Dique Quéias - Captação de Água,Companhia de Mineração Serra Azul Comisa,03.405.415/0001-33,"-20º07'36,100""","-44º18'58,100""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,5.00,"1,200.00",,,,Não,-20.1266944444444,-44.3161388888889
Fazendinha,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º58'18,219""","-43º36'29,024""",Sul do Equador,MG,BARÃO DE COCAIS,Minério de Ferro,8.00,"3,830.74",,,,Não,-19.9717275,-43.6080622222222
Gambá,Vale S A Filial: Vale Itabiritos,33.592.510/0044-94,"-20º25'52,800""","-43º52'58,300""",Sul do Equador,MG,CONGONHAS,Minério de Ferro,12.64,"5,000.00",,,,Não,-20.4313333333333,-43.8828611111111
GERAIS,Minerações Gerais Ltda,02.196.839/0001-72,"-19º34'56,800""","-44º24'41,100""",Sul do Equador,MG,INHAÚMA,Areia,4.00,90.00,,,,Não,-19.5824444444444,-44.4114166666667
Ingleses,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º57'55,300""","-43º35'14,200""",Sul do Equador,MG,BARÃO DE COCAIS,Minério de Ferro,5.00,"3,524.96",,,,Não,-19.9653611111111,-43.5872777777778
Ipoema,Vale S A Filial: Vale Itabira,33.592.510/0164-09,"-19º36'44,018""","-43º15'20,917""",Sul do Equador,MG,ITABIRA,Minério de Ferro,7.50,"47,900.00",,,,Não,-19.6122272222222,-43.2558102777778
Mata Porcos,Vale S A Filial: Vale Itabiritos,33.592.510/0044-94,"-20º23'09,800""","-43º51'27,000""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,7.15,"7,000.00",,,,Não,-20.3860555555556,-43.8575
MIGUEL BURNIER - DIQUE B1,MINERACAO RODEIO DE BAIXO LTDA Filial:,26.124.547/0001-92,"-20º27'23,200""","-43º44'59,000""",Sul do Equador,MG,OURO PRETO,Calcário Dolomítico,3.00,"10,650.00",,,,Não,-20.4564444444444,-43.7497222222222
MIGUEL BURNIER - DIQUE B2,MINERACAO RODEIO DE BAIXO LTDA Filial:,26.124.547/0001-92,"-20º27'23,200""","-43º44'59,900""",Sul do Equador,MG,OURO PRETO,Calcário Dolomítico,2.00,"17,950.00",,,,Não,-20.4564444444444,-43.7499722222222
MIGUEL BURNIER - DIQUE B3,MINERACAO RODEIO DE BAIXO LTDA Filial:,26.124.547/0001-92,"-20º27'29,600""","-43º44'01,100""",Sul do Equador,MG,OURO PRETO,Calcário Dolomítico,3.00,"2,850.00",,,,Não,-20.4582222222222,-43.7336388888889
Modulo 3,NEXA RECURSOS MINERAIS S.A,42.416.651/0001-07,"-17º57'54,000""","-46º50'39,000""",Sul do Equador,MG,VAZANTE,Argila,6.00,"96,000.00",,,,Não,-17965,-46.8441666666667
Patrimônio,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º57'34,010""","-43º35'14,011""",Sul do Equador,MG,BARÃO DE COCAIS,Minério de Ferro,8.00,"7,185.66",,,,Não,-19.9594472222222,-43.5872252777778
PDE Engano,Vale S A Filial: Vale Mariana,33.592.510/0412-68,"-20º20'17,000""","-43º25'28,600""",Sul do Equador,MG,MARIANA,Minério de Ferro,7.00,"12,912.54",,,,Não,-20.3380555555556,-43.4246111111111
PDE Lagoa Seca,Vale S A Filial: Vale Mariana,33.592.510/0412-68,"-20º20'56,300""","-43º24'47,100""",Sul do Equador,MG,MARIANA,Minério de Ferro,11.40,"10,626.16",,,,Não,-20.3489722222222,-43.4130833333333
PDE Temporária II,Vale S A Filial: Vale Mariana,33.592.510/0412-68,"-20º12'54,424""","-43º26'54,551""",Sul do Equador,MG,MARIANA,Minério de Ferro,12.00,"7,000.00",,,,Não,-20.2151177777778,-43.4484863888889
Piteiras,Piteiras Mineração Ltda.,03.369.498/0001-52,"-19º41'32,500""","-43º06'46,300""",Sul do Equador,MG,ITABIRA,Xisto,2.00,"2,000.00",,,,Não,-19.6923611111111,-43.1128611111111
Pocilga,Vale S A Filial: Vale Mariana,33.592.510/0412-68,"-20º11'06,300""","-43º36'20,700""",Sul do Equador,MG,SANTA BÁRBARA,Minério de Ferro,9.00,"38,558.57",,,,Não,-20.1850833333333,-43.60575
Prata,Vale S A Filial: Vale Itabiritos,33.592.510/0044-94,"-20º24'42,200""","-43º51'55,000""",Sul do Equador,MG,OURO PRETO,Minério de Ferro,10.75,"20,000.00",,,,Não,-20.4117222222222,-43.8652777777778
SANGUINETE,Mineração Sanguinete Ltda,20.762.035/0001-75,"-18º00'32,600""","-43º46'08,100""",Sul do Equador,MG,DIAMANTINA,Areia,3.00,"15,000.00",,,,Não,-18.0090555555556,-43.7689166666667
SANTA TERESA,Novelis do Brasil Ltda,60.561.800/0001-03,"-21º28'01,900""","-42º53'09,500""",Sul do Equador,MG,DESCOBERTO,Bauxita Grau Metalúrgico,11.33,"200,000.00",,,,Não,-21.4671944444444,-42.8859722222222
SANTO ANTÔNIO,Niki Mineração Comércio e Exportação Ltda,08.667.139/0001-03,"-19º32'43,650""","-43º01'51,370""",Sul do Equador,MG,ANTÔNIO DIAS,Argila Arenosa,13.00,"150,000.00",,,,Não,-19.5454583333333,-43.0309361111111
SUMP DE CONTENÇÃO DE SEDIMENTOS,Empresa de Mineração Esperança Sa,33.300.971/0001-06,"-20º06'39,300""","-44º13'26,700""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,12.00,"12,000.00",,,,Não,-20.1109166666667,-44.2240833333333
TQ-1,Saint-Gobain do Brasil Produtos Industriais e para Construção Ltda.,61.064.838/0087-03,"-19º 53' 29,700""","-43º 17' 07,900""",Sul do Equador,MG,SÃO GONÇALO DO RIO ABAIXO,Areia Quartzosa,9.00,"5,789.00",,,,Não,-19.8915833333333,-43.2855277777778
TQ-2,Saint-Gobain do Brasil Produtos Industriais e para Construção Ltda.,61.064.838/0087-03,"-19º 53' 31,600""","-43º 17' 05,000""",Sul do Equador,MG,SÃO GONÇALO DO RIO ABAIXO,Areia Quartzosa,8.00,"6,897.00",,,,Não,-19.8921111111111,-43.2847222222222
"Bacia ""S""",Vetorial Mineração S A,61.247.870/0001-54,"-19º15'39,500""","-57º31'43,600""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,4.00,"5,233.20",,,,Não,-19.2609722222222,-57.5287777777778
Bacia 02-03 Alto da Serra Mn,Mineração Corumbaense Reunida Sa,03.327.988/0001-96,"-19º11'26,914""","-57º37'00,111""",Sul do Equador,MS,CORUMBÁ,Minério de Manganês,10.07,"9,479.00",,,,Não,-19.1908094444444,-57.6166975
Bacia 05 Alto da Serra,Mineração Corumbaense Reunida Sa,03.327.988/0001-96,"-19º11'30,625""","-57º36'49,613""",Sul do Equador,MS,CORUMBÁ,Minério de Manganês,11.69,"5,662.00",,,,Não,-19.1918402777778,-57.6137813888889
Bacia 07 Alto da Serra,Mineração Corumbaense Reunida Sa,03.327.988/0001-96,"-19º11'31,331""","-57º36'52,526""",Sul do Equador,MS,CORUMBÁ,Minério de Manganês,13.05,"5,862.00",,,,Não,-19.1920363888889,-57.6145905555556
Bacia B-2A,Vetorial Mineração S A,61.247.870/0001-54,"-19º15'41,600""","-57º31'42,800""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,9.60,"10,275.00",,,,Não,-19.2615555555556,-57.5285555555556
Bacia B-2B,Vetorial Mineração S A,61.247.870/0001-54,"-19º15'41,600""","-57º31'42,800""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,9.60,"7,557.00",,,,Não,-19.2615555555556,-57.5285555555556
Bacia B-3,Vetorial Mineração S A,61.247.870/0001-54,"-19º15'44,700""","-57º31'42,300""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,4.31,"5,397.71",,,,Não,-19.2624166666667,-57.5284166666667
Bacia B-4,Vetorial Mineração S A,61.247.870/0001-54,"-19º15'43,500""","-57º31'40,500""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,5.00,"4,385.00",,,,Não,-19.2620833333333,-57.5279166666667
Bacia B-5A,Vetorial Mineração S A,61.247.870/0001-54,"-19º15'44,400""","-57º31'40,000""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,5.00,"3,766.00",,,,Não,-19.2623333333333,-57.5277777777778
Bacia B-5B,Vetorial Mineração S A,61.247.870/0001-54,"-19º15'45,000""","-57º31'39,400""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,5.00,"2,319.80",,,,Não,-19.2625,-57.5276111111111
Bacia B-8,Vetorial Mineração S A,61.247.870/0001-54,"-19º15'52,800""","-57º31'37,400""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,5.00,"7,259.80",,,,Não,-19.2646666666667,-57.5270555555556
Bacia B-9,Vetorial Mineração S A,61.247.870/0001-54,"-19º15'55,000""","-57º31'35,800""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,5.25,"8,032.89",,,,Não,-19.2652777777778,-57.5266111111111
Baia 4,Vetorial Mineração S A,61.247.870/0001-54,"-19º12'01,263""","-57º38'21,980""",Sul do Equador,MS,CORUMBÁ,Minério de Ferro,10.00,"76,000.00",,,,Não,-19.2003508333333,-57.6394388888889
ADÃO RODUÍ,ADÃO AFONSO RODUÍ,00.046.937/2509-91,"-16º14'05,580""","-56º39'08,650""",Sul do Equador,MT,POCONÉ,Areia,14.00,"300,000.00",,,,Não,-16.2348833333333,-56.6524027777778
Alain II,Alain Stephane Riviere Mineração,15.264.439/0001-07,"-16º15'18,000""","-56º36'55,000""",Sul do Equador,MT,POCONÉ,Areia,3.00,"350,000.00",,,,Não,-16255,-56.6152777777778
BACIA DE REJEITO MINERGOLD,P C Traven,17.194.340/0001-01,"-15º41'47,500""","-56º20'02,100""",Sul do Equador,MT,NOSSA SENHORA DO LIVRAMENTO,Minério de Ouro Primário,5.00,"146,000.00",,,,Não,-15.6965277777778,-56.3339166666667
BACIA DE REJEITOS BOM JARDIM,Evaldino Rodui,00.028.791/7629-87,"-16º15'02,200""","-56º35'56,900""",Sul do Equador,MT,POCONÉ,Rocha Aurífera,8.00,"450,000.00",,,,Não,-16.2506111111111,-56.5991388888889
BACIA DE REJEITOS SÃO BENTO,Francismar Cristiano Lima Formiga,00.081.375/5571-49,"-16º15'28,700""","-56º35'39,700""",Sul do Equador,MT,POCONÉ,Rocha Aurífera,6.00,"124,650.00",,,,Não,-16.2579722222222,-56.5943611111111
BARRAGEM  BLOCO NORTE,Angelo Carlos Vicari Junior,00.092.389/5701-00,"-10º41'16,700""","-54º49'40,500""",Sul do Equador,MT,NOVA SANTA HELENA,Minério de Ouro Primário,5.00,"7,500.00",,,,Não,-10.6879722222222,-54.8279166666667
BARRAGEM BLOCO  SUL,Angelo Carlos Vicari Junior,00.092.389/5701-00,"-10º41'12,400""","-54º49'45,500""",Sul do Equador,MT,NOVA SANTA HELENA,Minério de Ouro Primário,2.00,100.00,,,,Não,-10.6867777777778,-54.8293055555556
Barragem de Rejeito 01,A R Weber Me,05.742.530/0001-29,"-15º46'29,100""","-56º17'08,600""",Sul do Equador,MT,NOSSA SENHORA DO LIVRAMENTO,Areia,7.50,"54,608.00",,,,Não,-15.77475,-56.2857222222222
Barragem Salinas 1,Darci Nascimento Epp,00.057.032/0001-23,"-16º10'59,700""","-56º25'06,900""",Sul do Equador,MT,POCONÉ,Rocha Aurífera,10.00,"100,000.00",,,,Não,-16.18325,-56.4185833333333
Barragem T04,Valdinei Mauro de Souza,00.056.836/0581-49,"-15º33'26,120""","-55º48'12,440""",Sul do Equador,MT,CUIABÁ,Rocha Aurífera,11.00,"1,815,000.00",,,,Não,-15.5572555555556,-55.8034555555556
Barragem T05,Valdinei Mauro de Souza,00.056.836/0581-49,"-16º17'54,860""","-56º42'45,000""",Sul do Equador,MT,POCONÉ,Minério de Ouro Primário,13.49,"483,417.27",,,,Não,-16.2985722222222,-56.7125
Barragem T06,Valdinei Mauro de Souza,00.056.836/0581-49,"-16º18'00,590""","-56º43'58,620""",Sul do Equador,MT,POCONÉ,Minério de Ouro Primário,6.00,"153,602.70",,,,Não,-16.3001638888889,-56.73295
BOM PASTOR,Sidnei Rafael de Souza,00.009.611/8508-24,"-16º05'50,500""","-56º34'24,400""",Sul do Equador,MT,POCONÉ,Areia,14.00,"660,000.00",,,,Não,-16.0973611111111,-56.5734444444445
CAMPOS,Moacyr de Campos,00.008.158/7032-91,"-16º10'53,470""","-56º35'57,090""",Sul do Equador,MT,POCONÉ,Areia,12.00,"1,248,000.00",,,,Não,-16.1815194444444,-56.5991916666667
CANGAS,Jonas Gimenez Rodrigues,00.001.568/0888-92,"-16º06'39,080""","-56º34'26,280""",Sul do Equador,MT,POCONÉ,Areia,11.50,"400,000.00",,,,Não,-16.1108555555556,-56.5739666666667
CF - Leste,Mineração Tereza Botas Ltda.,36.960.714/0001-99,"-16º12'57,000""","-56º36'15,500""",Sul do Equador,MT,POCONÉ,Rocha Aurífera,5.00,"192,200.00",,,,Não,-16.2158333333333,-56.6043055555556
CF - Oeste,Mineração Tereza Botas Ltda.,36.960.714/0001-99,"-16º12'51,900""","-56º36'21,400""",Sul do Equador,MT,POCONÉ,Rocha Aurífera,5.00,"92,000.00",,,,Não,-16.2144166666667,-56.6059444444444
CHICO,NORAIR NELSON DE SOUZA,00.052.285/9791-34,"-16º17'41,470""","-56º39'05,520""",Sul do Equador,MT,POCONÉ,Areia,8.00,"484,000.00",,,,Não,-16.2948527777778,-56.6515333333333
COQUEIRAL,EVANDRO DE SOUZA,00.089.486/5109-97,"-16º03'11,270""","-56º32'59,720""",Sul do Equador,MT,POCONÉ,Areia,14.00,"400,000.00",,,,Não,-16.0531305555556,-56.5499222222222
FRED,Frederico Augusto de Arruda Gimenez Me,07.111.522/0001-00,"-16º03'42,270""","-56º33'37,530""",Sul do Equador,MT,POCONÉ,Areia,10.00,"150,000.00",,,,Não,-16.0617416666667,-56.560425
GAÚCHO,Airton Luiz Carus,00.035.505/9230-20,"-16º14'51,200""","-56º35'39,800""",Sul do Equador,MT,POCONÉ,Areia,10.00,"150,000.00",,,,Não,-16.2475555555556,-56.5943888888889
JOAO PAULO,Elisa Maciel Santos,00.069.390/0611-72,"-16º14'55,560""","-56º36'19,500""",Sul do Equador,MT,POCONÉ,Argila,14.75,"450,000.00",,,,Não,-16.2487666666667,-56.6054166666667
LU,José Vicente Nunes Rondon,00.000.649/2011-91,"-16º14'28,910""","-56º36'17,520""",Sul do Equador,MT,POCONÉ,Areia,2.00,"590,000.00",,,,Não,-16.2413638888889,-56.6048666666667
MARANATA,Sidnei Rafael de Souza,00.009.611/8508-24,"-16º02'16,500""","-56º32'15,500""",Sul do Equador,MT,POCONÉ,Areia,14.50,"483,000.00",,,,Não,-16.0379166666667,-56.5376388888889
MINERAÇÃO VALE DOURADO,Marcir Norberto Weber,15.947.559/0001-09,"-14º51'02,100""","-56º34'25,400""",Sul do Equador,MT,ROSÁRIO OESTE,Aluvião Aurífero,1.00,2.00,,,,Não,-14.8505833333333,-56.5737222222222
Moça Bonita,Valdemir Carlos de Souza,00.032.618/3101-44,"-16º11'25,864""","-56º24'47,168""",Sul do Equador,MT,POCONÉ,Minério de Ouro Primário,8.00,"238,605.87",,,,Não,-16.1905177777778,-56.4131022222222
OREGON,SÉRGIO DE FRANÇA,00.030.215/7229-49,"-16º16'27,700""","-56º38'14,100""",Sul do Equador,MT,POCONÉ,Areia,6.00,"810,000.00",,,,Não,-16.2743611111111,-56.63725
OURINHOS I,João Ginenes Rodrigues,00.051.095/7858-34,"-16º07'11,800""","-56º35'15,800""",Sul do Equador,MT,POCONÉ,Argila,14.90,"1,300,000.00",,,,Não,-16.1199444444444,-56.5877222222222
Rejeito,Vantage Brasil Mineração Ltda.,08.222.734/0001-27,"-11º18'48,229""","-59º05'10,553""",Sul do Equador,MT,JUÍNA,Rocha Diamantífera,4.00,"424,000.00",,,,Não,-11.3133969444444,-59.0862647222222
RODUÍ II,ADÃO AFONSO RODUÍ,00.046.937/2509-91,"-16º14'20,620""","-56º39'09,370""",Sul do Equador,MT,POCONÉ,Areia,3.00,"140,000.00",,,,Não,-16.2390611111111,-56.6526027777778
VALE DOURADO,Marcir Norberto Weber,15.947.559/0001-09,"-14º51'02,100""","-56º34'25,400""",Sul do Equador,MT,ROSÁRIO OESTE,Aluvião Aurífero,1.00,2.00,,,,Não,-14.8505833333333,-56.5737222222222
1 Mina,Vale S A Filial: Vale Serra Sul,33.592.510/0089-96,"-06º23'57,800""","-50º20'24,500""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Minério de Ferro,8.50,"188,680.72",,,,Não,-6.39938888888889,-50.3401388888889
1 Usina,Vale S A Filial: Vale Serra Sul,33.592.510/0089-96,"-06º27'17,700""","-50º13'43,500""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Minério de Ferro,7.00,"34,000.00",,,,Não,-6.45491666666667,-50.22875
3 Kalunga,Vale S A Filial: Vale Manganês do Azul,33.592.510/0130-51,"-06º07'12,200""","-50º18'08,700""",Sul do Equador,PA,PARAUAPEBAS,Minério de Manganês,3.50,"1,965,306.00",,,,Não,-6.12005555555556,-50.3024166666667
3 Mina,Vale S A Filial: Vale Serra Sul,33.592.510/0089-96,"-06º23'39,900""","-50º19'11,300""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Minério de Ferro,14.61,"165,320.00",,,,Não,-6.39441666666667,-50.3198055555556
Bacia C Usina,Vale S A Filial: Vale Serra Sul,33.592.510/0089-96,"-06º26'20,400""","-50º14'08,900""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Minério de Ferro,7.30,"30,114.00",,,,Não,-6439,-50.2358055555556
Barragem A1,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º28'18,900""","-56º23'08,700""",Sul do Equador,PA,ORIXIMINÁ,Argila,11.00,"422,000.00",,,,Não,-1.47191666666667,-56.38575
Barragem Água Fria,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º27'56,900""","-56º23'26,400""",Sul do Equador,PA,ORIXIMINÁ,Argila,8.00,"103,000.00",,,,Não,-1.46580555555556,-56.3906666666667
BARRAGEM SÃO GERALDO,Cooperativa Mineradora dos Garimpeiros de Ariquemes,22.825.491/0001-42,"-06º06'36,700""","-52º16'31,000""",Sul do Equador,PA,SÃO FÉLIX DO XINGU,Areia e Cascalho,3.00,"5,250.00",,,,Não,-6.11019444444444,-52.2752777777778
BARRAGEM SAO GERALDO 02,Cooperativa Mineradora dos Garimpeiros de Ariquemes,22.825.491/0001-42,"-06º04'32,800""","-52º15'18,700""",Sul do Equador,PA,SÃO FÉLIX DO XINGU,Areia e Cascalho,3.00,"10,500.00",,,,Não,-6.07577777777778,-52.2551944444444
Barramento 10,Vale S A Filial: Vale Serra Sul,33.592.510/0089-96,"-06º26'36,800""","-50º19'05,200""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Minério de Ferro,2.90,"10,670.00",,,,Não,-6.44355555555556,-50.3181111111111
Barramento 7,Vale S A Filial: Vale Serra Sul,33.592.510/0089-96,"-06º26'26,000""","-50º19'31,800""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Minério de Ferro,2.40,"2,467.00",,,,Não,-6.44055555555556,-50.3255
Barramento 8,Vale S A Filial: Vale Serra Sul,33.592.510/0089-96,"-06º26'25,600""","-50º19'12,000""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Minério de Ferro,2.40,"4,511.00",,,,Não,-6.44044444444445,-50.32
CSO1,Vale S A Filial: Vale Mina Sossego,33.592.510/0009-01,"-06º24'28,900""","-50º02'39,000""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Argila Arenosa,6.00,1.00,,,,Não,-6.40802777777778,-50.0441666666667
Dique 05,Vale S A Filial: Vale Minas MOP,33.592.510/0075-90,"-06º33'21,445""","-51º10'24,538""",Sul do Equador,PA,SÃO FÉLIX DO XINGU,Minério de Níquel,10.85,"405,554.90",,,,Não,-6.55595694444444,-51.1734827777778
Dique 06,Vale S A Filial: Vale Minas MOP,33.592.510/0075-90,"-06º34'49,300""","-51º10'27,000""",Sul do Equador,PA,SÃO FÉLIX DO XINGU,Minério de Níquel,10.50,"78,000.00",,,,Não,-6.58036111111111,-51.1741666666667
Dique do Puma 01,Vale Minas MOP,33.592.510/0075-90,"-06º29'06,900""","-51º04'39,100""",Sul do Equador,PA,PARAUAPEBAS,Minério de Níquel,13.60,"295,000.00",,,,Não,-6.48525,-51.0775277777778
Dique Provisorio 01,Vale S A Filial: Vale Minas MOP,33.592.510/0075-90,"-06º33'42,700""","-51º10'16,100""",Sul do Equador,PA,SÃO FÉLIX DO XINGU,Minério de Níquel,6.20,"28,500.00",,,,Não,-6.56186111111111,-51.1711388888889
Dique Provisorio 02,Vale S A Filial: Vale Minas MOP,33.592.510/0075-90,"-06º33'37,400""","-51º10'00,200""",Sul do Equador,PA,SÃO FÉLIX DO XINGU,Minério de Níquel,4.80,"21,300.00",,,,Não,-6.56038888888889,-51.1667222222222
E48 Bacia I,Vale S A Filial: Vale Serra Sul,33.592.510/0089-96,"-06º25'11,700""","-50º18'47,900""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Minério de Ferro,5.03,"6,333.00",,,,Não,-6.41991666666667,-50.3133055555556
Igarapé,Vale S A Filial: Vale Minas MOP,33.592.510/0075-90,"-06º35'24,000""","-51º05'24,000""",Sul do Equador,PA,OURILÂNDIA DO NORTE,Minério de Níquel,8.10,"1,862,231.00",,,,Não,-6.59,-51.09
Lagoa de Disposição n°04 - LD4,Alcoa World Alumina Brasil Ltda.,06.167.730/0001-68,"-02º29'12,100""","-56º10'41,300""",Sul do Equador,PA,JURUTI,Bauxita Grau Não Metalúrgico,12.00,"750,000.00",,,,Não,-2.48669444444444,-56.1781388888889
LAGOA FACEL 3,Cadam S.a.,04.788.980/0001-90,"-00º54'40,017""","-52º25'56,866""",Sul do Equador,PA,ALMEIRIM,Caulim,11.00,"600,000.00",,,,Não,0.911115833333333,-52.4324627777778
LAGOA FACEL 4,Cadam S.a.,04.788.980/0001-90,"-00º54'52,451""","-52º25'43,269""",Sul do Equador,PA,ALMEIRIM,Caulim,9.00,"412,800.00",,,,Não,0.914569722222222,-52.4286858333333
Lagoa Progeo,Vale S A Filial: Vale Serra Sul,33.592.510/0089-96,"-06º26'30,700""","-50º19'35,400""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Minério de Ferro,2.50,"21,520.00",,,,Não,-6.44186111111111,-50.3265
